Empresa	Mercado	Mes	Año	Per	GM	TM	PR	D	CV	RM	CUV	OP	E1	E2	E3	E4	E56	Día
CELSIA COLOMBIA S.A. E.S.P. TOLIMA	TOLIMA	Sep-23	2023	9	312,610	47,020	87,260	250,010	90,960	16,480	804,340	858,000	343,200	429,000	729,300	858,000	1029,600	25
CELSIA COLOMBIA S.A. E.S.P. TOLIMA	TOLIMA	Oct-23	2023	10	367,510	48,600	100,350	263,050	91,900	-1,960	869,450	899,180	359,670	449,590	764,300	899,180	1079,016	25
CELSIA COLOMBIA S.A. E.S.P. TOLIMA	TOLIMA	Nov-23	2023	11	371,880	46,250	100,130	261,680	92,870	1,940	874,750	939,640	375,860	469,820	798,690	939,640	1127,568	25
CELSIA COLOMBIA S.A. E.S.P. TOLIMA	TOLIMA	Dic-23	2023	12	347,830	51,240	97,360	266,430	184,570	20,100	967,530		387,010	483,770	822,400	967,530	1161,036	25
CELSIA COLOMBIA S.A. E.S.P. TOLIMA	TOLIMA	Ene-24	2024	1	336,040	54,320	93,650	256,980	190,000	10,170	941,160		388,790	485,990	799,990	941,160	1129,392	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Ene-23	2023	1	273,530	51,970	66,660	289,270	74,280	21,730	777,450	784,590	315,140	393,930	666,900	784,590	941,510	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Feb-23	2023	2	294,050	48,710	70,070	294,990	77,310	16,460	801,590	798,540	320,740	400,930	678,760	798,540	958,250	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Mar-23	2023	3	339,020	52,370	79,870	315,340	78,360	16,840	881,790	811,800	326,068	407,585	690,029	811,800	974,160	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Abr-23	2023	4	297,590	53,520	71,410	315,260	81,590	36,780	856,150	820,330	329,490	411,870	697,280	820,330	984,390	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	May-23	2023	5	280,510	48,530	67,150	300,590	82,340	39,300	818,430	826,740	332,070	415,083	702,729	826,740	992,089	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Jun-23	2023	6	367,920	50,700	83,260	290,150	80,220	15,890	888,140	830,350	333,520	416,900	705,799	830,351	996,421	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Jul-23	2023	7	333,814	40,870	75,958	300,038	78,314	24,234	853,229	832,841	334,520	418,150	707,915	832,841	999,410	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Ago-23	2023	8	340,030	46,960	78,550	299,020	75,920	12,700	853,190	837,012	336,195	420,244	711,461	837,012	1004,415	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Sep-23	2023	9	364,562	47,020	83,469	287,600	77,132	18,477	878,259	842,864	338,546	423,182	716,435	842,864	1011,437	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Oct-23	2023	10	377,675	48,600	85,071	286,790	76,376	0,639	875,150	925,465	371,723	464,654	786,645	925,465	1110,558	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Nov-23	2023	11	378,762	46,251	84,318	298,084	73,951	-0,070	881,296	938,422	376,928	471,159	797,658	938,422	1126,106	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Dic-23	2023	12	375,107	51,235	86,439	299,402	123,102	19,255	954,540		381,816	477,270	811,359	954,540	1145,448	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Ene-24	2024	1	372,009	54,319	83,712	280,990	129,202	13,712	933,943		383,571	479,463	793,851	933,943	1120,731	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Ene-20	2020	1	220,640	33,620	37,980	191,790	55,120	0,270	538,900	538,900	225,480	281,850	453,090	533,040	639,650	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Feb-20	2020	2	231,100	35,410	65,270	206,680	55,300	2,690	596,460	596,460	226,050	282,560	458,060	538,900	646,670	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Mar-20	2020	3	250,200	38,400	69,580	211,270	59,290	0,550	629,290	596,460	238,580	298,230	506,990	596,460	715,750	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Abr-20	2020	4	235,390	38,790	66,160	222,320	60,080	8,270	631,000	596,460	240,180	300,230	506,990	596,460	715,750	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	May-20	2020	5	219,920	43,930	64,910	215,930	59,320	7,520	611,530	596,460	241,540	301,920	506,990	596,460	715,750	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Jun-20	2020	6	226,760	43,100	65,610	206,400	61,670	4,750	608,280	596,460	241,920	302,400	506,990	596,460	715,750	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Jul-20	2020	7	220,840	34,330	63,810	217,110	60,790	5,870	602,760	596,460	241,140	301,430	506,990	596,460	715,750	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Ago-20	2020	8	211,190	38,100	61,730	216,880	58,510	21,000	607,410	596,460	240,250	300,310	506,990	596,460	715,750	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Sep-20	2020	9	213,730	36,430	62,500	218,650	60,470	30,470	622,250	596,460	240,250	300,310	506,990	596,460	715,750	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Oct-20	2020	10	212,390	38,710	60,530	210,590	60,330	31,920	614,470	596,460	240,220	300,280	506,990	596,460	715,750	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Nov-20	2020	11	218,580	40,620	63,360	210,230	60,020	27,470	620,280	596,460	240,090	300,110	506,990	596,460	715,750	25
CENS S.A. E.S.P.	NORTE DE SANTANDER	Dic-20	2020	12	215,590	31,340	61,310	211,370	59,600	22,250	601,440	597,060	239,740	299,680	507,500	597,060	716,470	25
CEO S.A.S. E.S.P.	CAUCA	Ene-20	2020	1	215,730	34,090	45,940	198,340	126,630	0,740	621,470	621,470	252,520	315,650	536,610	631,300	757,560	25
CEO S.A.S. E.S.P.	CAUCA	Feb-20	2020	2	237,080	33,620	48,890	186,210	125,970	0,480	631,300	631,300	266,370	332,970	566,050	665,940	799,120	25
CEO S.A.S. E.S.P.	CAUCA	Mar-20	2020	3	254,920	35,410	51,550	192,540	129,200	2,320	665,940	665,940	277,980	347,470	590,700	694,950	833,940	25
CEO S.A.S. E.S.P.	CAUCA	Abr-20	2020	4	279,290	38,400	54,720	189,330	132,740	0,470	694,950	694,950	277,980	347,470	590,700	694,950	833,940	25
CEO S.A.S. E.S.P.	CAUCA	May-20	2020	5	281,000	38,790	55,260	200,030	137,830	8,250	721,170	694,950	277,980	347,470	590,700	694,950	833,940	25
CEO S.A.S. E.S.P.	CAUCA	Jun-20	2020	6	230,150	43,930	49,300	200,780	141,180	9,610	674,950	694,950	277,980	347,470	590,700	694,950	833,940	25
CEO S.A.S. E.S.P.	CAUCA	Jul-20	2020	7	266,790	43,100	54,230	196,000	135,040	1,450	696,600	694,950	272,310	340,380	578,650	680,760	816,920	25
CEO S.A.S. E.S.P.	CAUCA	Ago-20	2020	8	240,910	34,330	50,510	200,710	140,580	5,830	672,860	680,760	253,020	316,280	537,670	632,560	759,070	25
CEO S.A.S. E.S.P.	CAUCA	Sep-20	2020	9	197,530	38,100	44,980	196,020	135,470	20,460	632,560	632,560	253,310	316,640	538,290	633,280	759,940	25
CEO S.A.S. E.S.P.	CAUCA	Oct-20	2020	10	197,530	36,430	44,390	201,900	131,270	21,760	633,280		259,030	323,790	550,440	647,580	777,090	25
CEO S.A.S. E.S.P.	CAUCA	Nov-20	2020	11	212,870	40,620	46,370	209,760	132,350	25,130	667,110		266,840	333,550	567,040	667,110	800,530	25
CEO S.A.S. E.S.P.	CAUCA	Dic-20	2020	12	206,510	31,340	41,330	204,120	129,980	21,640	634,920		253,970	317,460	539,680	634,920	761,900	25
CETSA S.A. E.S.P.	TULUA	Ene-20	2020	1	212,680	33,620	35,540	186,210	57,650	0,370	525,330	525,330	218,640	273,300	456,330	536,860	644,230	25
CETSA S.A. E.S.P.	TULUA	Feb-20	2020	2	234,090	35,410	49,140	192,540	55,940	2,350	569,470	569,470	219,190	273,990	446,530	525,330	630,400	25
CETSA S.A. E.S.P.	TULUA	Mar-20	2020	3	235,540	38,400	43,190	189,330	57,160	0,650	564,260	564,260	227,790	284,740	484,050	569,470	683,360	25
CETSA S.A. E.S.P.	TULUA	Abr-20	2020	4	236,720	38,790	43,220	200,030	54,870	5,210	578,850	564,260	229,190	286,480	479,620	564,260	677,110	25
CETSA S.A. E.S.P.	TULUA	May-20	2020	5	234,360	43,930	44,370	200,780	54,490	9,480	587,400	564,260	230,480	288,090	479,620	564,260	677,110	25
CETSA S.A. E.S.P.	TULUA	Jun-20	2020	6	234,040	43,100	43,870	196,000	58,210	4,120	579,330	564,260	230,850	288,550	479,620	564,260	677,110	25
CETSA S.A. E.S.P.	TULUA	Jul-20	2020	7	234,400	34,330	43,920	200,710	58,590	5,580	577,530	564,260	230,110	287,620	479,620	564,260	677,110	25
CETSA S.A. E.S.P.	TULUA	Ago-20	2020	8	234,860	38,100	45,130	196,020	59,230	18,850	592,180	564,260	229,260	286,560	479,620	564,260	677,110	25
CETSA S.A. E.S.P.	TULUA	Sep-20	2020	9	236,400	36,430	44,690	201,900	57,740	20,480	597,650	564,260	229,260	286,560	479,620	564,260	677,110	25
CETSA S.A. E.S.P.	TULUA	Oct-20	2020	10	237,010	38,710	43,750	211,620	57,480	30,020	618,600	564,260	229,240	286,530	479,620	564,260	677,110	25
CETSA S.A. E.S.P.	TULUA	Nov-20	2020	11	238,870	40,620	44,590	209,760	59,020	23,970	616,830	564,260	229,110	286,370	479,620	564,260	677,110	25
CETSA S.A. E.S.P.	TULUA	Dic-20	2020	12	238,150	31,340	44,410	204,120	56,320	21,470	595,810	567,080	228,780	285,960	482,020	567,080	680,500	25
CHEC S.A. E.S.P.	CALDAS	Ene-20	2020	1	211,090	33,620	34,860	191,790	74,450	0,240	545,570	545,570	242,540	295,820	472,220	555,560	666,670	25
CHEC S.A. E.S.P.	CALDAS	Feb-20	2020	2	233,880	35,410	47,370	206,680	77,340	2,260	602,940	602,940	243,150	296,560	463,740	545,570	654,680	25
CHEC S.A. E.S.P.	CALDAS	Mar-20	2020	3	258,090	38,400	51,160	211,270	77,200	0,730	636,850	602,940	244,170	301,470	512,500	602,940	723,520	25
CHEC S.A. E.S.P.	CALDAS	Abr-20	2020	4	240,520	38,790	48,400	222,320	79,600	5,250	634,890	602,940	245,810	303,490	512,500	602,940	723,520	25
CHEC S.A. E.S.P.	CALDAS	May-20	2020	5	220,710	43,930	47,030	215,930	79,520	12,320	619,440	602,940	247,180	305,190	512,500	602,940	723,520	25
CHEC S.A. E.S.P.	CALDAS	Jun-20	2020	6	233,730	43,100	48,420	206,400	82,060	1,350	615,050	602,940	247,580	305,680	512,500	602,940	723,520	25
CHEC S.A. E.S.P.	CALDAS	Jul-20	2020	7	223,780	34,330	47,600	217,220	81,220	5,740	609,890	602,940	246,790	304,700	512,500	602,940	723,520	25
CHEC S.A. E.S.P.	CALDAS	Ago-20	2020	8	211,780	38,100	47,820	216,880	82,510	19,560	616,650	602,940	245,870	303,570	512,500	602,940	723,520	25
CHEC S.A. E.S.P.	CALDAS	Sep-20	2020	9	212,790	36,430	46,530	218,650	80,900	21,760	617,060	602,940	245,870	303,570	512,500	602,940	723,520	25
CHEC S.A. E.S.P.	CALDAS	Oct-20	2020	10	211,450	38,710	45,560	210,590	81,110	30,220	617,640	602,940	245,850	303,540	512,500	602,940	723,520	25
CHEC S.A. E.S.P.	CALDAS	Nov-20	2020	11	218,280	40,620	47,030	210,230	79,430	25,760	621,340	602,940	245,850	303,540	512,500	602,940	723,520	25
CHEC S.A. E.S.P.	CALDAS	Dic-20	2020	12	217,163	31,340	46,123	210,980	80,952	21,647	608,204	605,951	245,357	302,976	515,058	605,951	727,141	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Ene-20	2020	1	231,600	33,620	41,040	181,290	47,900	0,070	535,380	535,380	217,650	272,060	433,100	509,530	611,440	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Feb-20	2020	2	227,920	35,410	40,360	179,200	48,290	2,030	533,220	533,220	218,200	272,740	455,080	535,380	642,460	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Mar-20	2020	3	254,620	38,400	44,620	173,680	49,080	0,740	561,130	561,130	219,120	273,900	453,240	533,220	639,870	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Abr-20	2020	4	241,470	38,790	42,570	177,400	51,750	5,330	557,310	557,310	224,450	280,560	476,960	561,130	673,350	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	May-20	2020	5	216,730	43,930	40,260	184,620	52,240	11,890	549,660	549,660	225,710	282,140	473,710	557,310	668,770	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Jun-20	2020	6	216,700	43,100	39,790	185,520	51,540	1,760	538,420	538,420	226,080	282,600	467,210	549,660	659,590	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Jul-20	2020	7	214,230	34,330	39,790	188,040	54,060	5,680	536,140	536,140	221,450	276,820	457,650	538,420	646,100	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Ago-20	2020	8	214,050	38,100	48,920	185,520	51,690	18,920	557,100	536,140	220,520	275,640	455,720	536,140	643,360	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Sep-20	2020	9	215,640	36,430	47,620	191,240	50,960	21,550	563,430	536,140	220,520	275,640	455,720	536,140	643,360	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Oct-20	2020	10	214,050	38,710	46,580	194,570	55,420	30,010	579,340	536,140	220,500	275,620	455,720	536,140	643,360	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Nov-20	2020	11	216,640	40,620	47,460	190,110	55,230	25,620	575,670	536,120	220,370	275,460	455,700	536,120	643,340	25
CODENSA S.A. E.S.P.	BOGOTÁ - CUNDINAMARCA CREG 199/16	Dic-20	2020	12	215,240	31,340	46,390	193,460	55,100	21,330	562,870	538,800	220,060	275,070	457,980	538,800	646,560	25
DISPAC S.A. E.S.P.	CHOCO	Ene-20	2020	1	216,260	33,620	40,100	144,730	124,430	0,270	559,410	559,410	268,720	337,240	475,440	559,340	671,210	25
DISPAC S.A. E.S.P.	CHOCO	Feb-20	2020	2	233,500	35,410	42,830	144,200	128,510	2,800	587,240	587,240	269,400	338,090	475,500	559,410	671,290	25
DISPAC S.A. E.S.P.	CHOCO	Mar-20	2020	3	252,010	38,400	45,890	145,850	125,140	0,640	607,930	607,930	270,540	339,520	499,160	587,240	704,690	25
DISPAC S.A. E.S.P.	CHOCO	Abr-20	2020	4	241,580	38,790	44,230	146,850	125,320	9,580	606,350	606,350	272,360	341,800	516,740	607,930	729,520	25
DISPAC S.A. E.S.P.	CHOCO	May-20	2020	5	222,140	43,930	42,670	151,270	127,200	10,940	598,140	598,140	273,890	343,720	515,400	606,350	727,620	25
DISPAC S.A. E.S.P.	CHOCO	Jun-20	2020	6	234,020	43,100	44,100	147,330	128,800	1,780	599,120	598,140	274,330	344,280	508,420	598,140	717,770	25
DISPAC S.A. E.S.P.	CHOCO	Jul-20	2020	7	226,110	34,330	42,830	152,330	134,250	6,490	596,340	597,330	273,450	343,170	508,420	598,140	717,770	25
DISPAC S.A. E.S.P.	CHOCO	Ago-20	2020	8	209,950	38,100	41,280	149,590	131,960	23,770	594,640	594,660	272,440	341,900	507,730	597,330	716,800	25
DISPAC S.A. E.S.P.	CHOCO	Sep-20	2020	9	211,280	36,430	40,890	150,400	138,300	24,610	601,900	594,660	271,220	340,370	505,460	594,660	713,590	25
DISPAC S.A. E.S.P.	CHOCO	Oct-20	2020	10	217,180	38,710	40,940	151,110	132,120	35,000	615,050	594,660	271,190	340,340	505,460	594,660	713,590	25
DISPAC S.A. E.S.P.	CHOCO	Nov-20	2020	11	217,210	40,620	41,520	150,840	134,330	31,130	615,660	594,660	271,040	340,140	505,460	594,660	713,590	25
DISPAC S.A. E.S.P.	CHOCO	Dic-20	2020	12	212,720	31,340	40,470	151,360	134,940	25,800	596,630	598,170	270,650	339,660	508,440	598,170	717,800	25
EBSA S.A. E.S.P.	BOYACA	Ene-20	2020	1	212,940	33,620	39,720	181,290	84,760	0,220	552,110	552,110	252,470	315,590	478,410	562,830	675,400	25
EBSA S.A. E.S.P.	BOYACA	Feb-20	2020	2	220,120	35,410	40,820	179,200	85,900	2,330	563,780	563,780	253,130	316,410	469,300	552,110	663,580	25
EBSA S.A. E.S.P.	BOYACA	Mar-20	2020	3	229,400	38,400	42,300	173,680	87,910	0,450	572,130	572,130	254,190	317,740	479,210	563,780	662,540	25
EBSA S.A. E.S.P.	BOYACA	Abr-20	2020	4	224,020	38,790	41,420	177,400	86,550	8,320	576,490	572,130	255,890	319,870	486,310	572,130	686,560	25
EBSA S.A. E.S.P.	BOYACA	May-20	2020	5	216,830	43,930	41,800	184,620	90,500	6,820	584,480	572,130	257,350	321,690	486,310	572,130	686,560	25
EBSA S.A. E.S.P.	BOYACA	Jun-20	2020	6	210,890	43,100	40,370	185,520	83,870	1,810	565,560	572,130	257,760	322,210	486,310	572,130	686,560	25
EBSA S.A. E.S.P.	BOYACA	Jul-20	2020	7	212,850	34,330	45,010	188,040	100,410	7,160	587,800	572,130	256,940	321,180	486,310	572,130	686,560	25
EBSA S.A. E.S.P.	BOYACA	Ago-20	2020	8	218,160	38,100	49,800	185,520	96,070	14,650	602,300	572,130	255,960	319,950	486,310	572,130	686,560	25
EBSA S.A. E.S.P.	BOYACA	Sep-20	2020	9	217,450	36,430	48,940	191,240	89,640	26,860	610,560	572,130	255,960	319,950	486,310	572,130	686,560	25
EBSA S.A. E.S.P.	BOYACA	Oct-20	2020	10	217,740	38,710	48,080	194,570	96,960	37,420	633,480	572,130	255,940	319,920	486,310	572,130	686,560	25
EBSA S.A. E.S.P.	BOYACA	Nov-20	2020	11	222,790	40,620	49,550	190,110	93,590	20,180	616,820	572,130	255,780	319,730	486,310	572,130	686,560	25
EBSA S.A. E.S.P.	BOYACA	Dic-20	2020	12	221,410	31,340	48,960	193,460	90,110	26,720	611,990	574,990	255,400	319,250	486,310	574,990	689,990	25
EDEQ S.A. E.S.P.	QUINDIO	Ene-20	2020	1	207,210	33,620	35,210	191,790	68,040	0,450	535,430	535,430	236,930	296,160	453,370	533,370	640,050	25
EDEQ S.A. E.S.P.	QUINDIO	Feb-20	2020	2	235,380	35,410	39,290	206,680	67,080	2,530	586,370	586,370	237,520	296,900	455,110	535,430	642,510	25
EDEQ S.A. E.S.P.	QUINDIO	Mar-20	2020	3	252,410	38,400	41,870	211,270	70,100	0,430	614,480	586,370	238,530	298,160	498,420	586,370	703,640	25
EDEQ S.A. E.S.P.	QUINDIO	Abr-20	2020	4	241,160	38,790	40,220	222,320	67,200	7,970	617,660	586,370	240,130	300,160	498,420	586,370	703,650	25
EDEQ S.A. E.S.P.	QUINDIO	May-20	2020	5	220,540	43,930	38,750	215,930	71,280	6,740	597,170	586,370	241,490	301,860	498,420	586,370	703,650	25
EDEQ S.A. E.S.P.	QUINDIO	Jun-20	2020	6	237,310	43,100	49,030	206,400	74,310	4,300	614,440	586,370	241,870	302,340	498,420	586,370	703,650	25
EDEQ S.A. E.S.P.	QUINDIO	Jul-20	2020	7	222,680	34,330	46,860	217,220	76,910	5,440	603,450	586,370	241,090	301,360	498,420	586,370	703,650	25
EDEQ S.A. E.S.P.	QUINDIO	Ago-20	2020	8	211,680	38,100	46,810	216,880	72,010	19,950	605,430	586,370	240,200	300,250	498,420	586,370	703,650	25
EDEQ S.A. E.S.P.	QUINDIO	Sep-20	2020	9	212,820	36,430	47,290	218,650	75,750	20,520	611,460	586,370	240,200	300,250	498,420	586,370	703,650	25
EDEQ S.A. E.S.P.	QUINDIO	Oct-20	2020	10	214,280	38,710	45,880	210,590	71,020	30,640	611,120	586,370	240,180	300,220	498,420	586,370	703,650	25
EDEQ S.A. E.S.P.	QUINDIO	Nov-20	2020	11	218,500	40,620	47,060	210,230	74,570	25,560	616,540	586,370	240,040	300,050	498,420	586,370	703,650	25
EDEQ S.A. E.S.P.	QUINDIO	Dic-20	2020	12	216,170	31,340	46,610	210,980	71,910	20,880	597,890	589,310	239,700	299,620	500,910	589,310	707,170	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Ene-20	2020	1	261,360	33,620	47,460	218,500	78,460	0,500	638,900	638,900	265,620	332,020	517,510	608,840	730,610	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Feb-20	2020	2	250,090	35,410	45,490	211,950	78,540	2,330	623,810	623,810	266,290	332,860	543,070	638,900	766,680	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Mar-20	2020	3	263,880	38,400	47,860	206,460	70,200	0,470	627,270	627,270	267,420	334,270	530,240	623,810	748,570	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Abr-20	2020	4	250,920	38,790	46,360	212,760	70,510	7,830	627,170	626,770	269,210	336,510	533,180	627,270	752,730	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	May-20	2020	5	235,390	43,930	44,820	221,000	74,800	11,490	631,430	626,770	265,790	332,230	532,760	626,770	752,130	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Jun-20	2020	6	235,100	43,100	44,370	218,570	86,020	1,410	628,580	626,770	266,720	333,400	532,760	626,770	752,130	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Jul-20	2020	7	238,920	34,330	44,970	212,060	82,890	6,250	619,420	626,770	266,520	332,330	532,760	626,770	752,130	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Ago-20	2020	8	233,530	38,100	45,290	217,510	80,270	20,790	635,490	626,770	264,880	331,100	532,760	626,770	752,130	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Sep-20	2020	9	236,510	36,430	45,130	224,210	79,290	22,340	643,910	626,770	264,880	331,100	532,760	626,770	752,130	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Oct-20	2020	10	234,290	38,710	43,730	222,860	79,530	33,030	652,150	626,770	264,850	331,060	532,760	626,770	752,130	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Nov-20	2020	11	238,480	40,620	45,010	215,730	79,530	26,820	646,190	626,770	265,530	331,920	532,760	626,770	752,130	25
EE PUTUMAYO S.A. E.S.P.	PUTUMAYO	Dic-20	2020	12	236,600	31,340	44,500	218,150	76,180	23,500	630,260	626,770	265,150	331,440	532,760	626,770	752,130	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Ene-20	2020	1	236,500	33,620	43,370	218,500	82,860	0,150	614,700	614,700	252,670	315,840	502,690	591,400	709,680	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Feb-20	2020	2	227,950	35,410	41,890	211,950	90,250	2,230	609,700	609,700	253,300	316,630	522,500	614,700	737,640	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Mar-20	2020	3	235,590	38,400	43,310	206,460	81,660	0,380	605,800	605,800	254,380	317,970	518,250	609,700	731,640	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Abr-20	2020	4	220,760	38,790	40,890	212,760	85,210	8,280	606,700	605,800	256,080	320,110	514,930	605,800	726,960	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	May-20	2020	5	219,140	43,930	42,160	221,000	89,860	6,710	622,800	605,800	257,530	321,910	514,930	605,800	726,960	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Jun-20	2020	6	219,160	43,100	41,780	218,570	95,630	1,160	619,400	605,800	257,940	322,430	514,930	605,800	726,960	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Jul-20	2020	7	219,160	34,330	41,650	212,060	98,940	5,160	611,300	605,800	257,110	321,390	514,930	605,800	726,960	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Ago-20	2020	8	218,730	38,100	42,770	217,510	98,250	19,640	635,000	605,800	256,160	320,200	514,930	605,800	726,960	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Sep-20	2020	9	220,160	36,430	42,360	224,210	98,270	21,360	642,800	605,800	256,160	320,200	514,930	605,800	726,960	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Oct-20	2020	10	220,510	38,710	41,480	222,860	97,480	32,850	653,900	605,800	256,130	320,170	514,930	605,800	726,960	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Nov-20	2020	11	211,960	40,620	40,660	215,730	95,210	27,030	631,200	605,800	255,990	319,990	514,930	605,800	726,960	25
EEBP S.A. E.S.P.	BAJO PUTUMAYO	Dic-20	2020	12	211,140	31,340	40,190	218,150	89,970	22,320	613,100	629,180	255,620	319,530	534,800	629,180	755,020	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Ene-20	2020	1	252,070	33,620	45,940	191,790	69,790	0,330	592,890	592,890	244,020	305,020	488,860	575,130	690,150	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Feb-20	2020	2	241,740	35,410	44,150	206,680	68,300	2,510	598,800	598,800	244,630	305,790	503,960	592,890	711,470	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Mar-20	2020	3	265,300	38,400	48,030	211,270	68,590	0,670	632,270	632,270	245,670	307,080	508,980	598,800	718,560	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Abr-20	2020	4	246,650	38,790	45,080	221,790	70,620	4,920	627,850	627,850	252,910	316,130	537,430	632,270	758,720	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	May-20	2020	5	228,020	43,930	36,810	216,470	68,700	9,050	602,970	602,970	254,330	317,910	533,670	627,850	753,420	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Jun-20	2020	6	275,210	43,100	54,370	206,400	73,320	4,080	656,480	602,970	254,740	318,420	512,530	602,970	723,570	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Jul-20	2020	7	245,390	34,330	50,930	217,220	75,670	5,930	629,460	602,970	253,920	317,400	512,530	602,970	723,570	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Ago-20	2020	8	209,010	38,100	47,560	216,880	75,540	19,940	607,060	602,970	252,980	316,220	512,530	602,970	723,570	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Sep-20	2020	9	209,430	36,430	46,310	218,650	72,390	21,990	605,190	602,970	252,980	316,220	512,530	602,970	723,570	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Oct-20	2020	10	213,640	38,710	46,080	210,590	71,890	31,070	611,980	602,970	252,960	316,190	512,530	602,970	723,570	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Nov-20	2020	11	221,500	40,620	47,710	210,230	72,550	26,040	618,640	602,970	252,810	316,010	512,530	602,970	723,570	25
EEP S.A. E.S.P. (Pereira)	PEREIRA	Dic-20	2020	12	218,500	31,340	46,770	211,370	72,300	22,260	602,530	605,990	252,450	315,560	515,090	605,990	727,190	25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Ene-20	2020	1														25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Feb-20	2020	2														25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Mar-20	2020	3														25
AIR-E S.A.S. E.S.P.	CARIBE SOL	Abr-20	2020	4														25
